Company Code;G/L Account;G/L Account Name;Assignment Reference;Journal Entry;Journal Entry Type;JE Type Name;Posting Date;Amount in Company Code Currency;Clearing Journal Entry;Clearing Date;Profit Center;Profit Center Name;Partner Profit Center;Customer;Name of Customer;Journal Entry Item Text;Journal Entry Date;Jrnl Entry Creation Date in Server Time;Journal Entry Created By;Offsetting Account;Offsetting Acct Name;Fiscal Period;Name of Supplier;Supplier;Creation Time;Trading Partner;Functional Area;Functional Area Name;Cost Center;Cost Center Name;WBS Element;Purchasing Document;Order ID;Work Item ID;Reference Key 3
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028845;AB (Journal Entry);Journal Entry;28/02/2026;- 132.290,42   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 02.17.2026;24/02/2026;24/02/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;002;;;2026-02-24 18:25:40;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000011;2620000225;YQ (EC-Payroll Acc Posti);EC-Payroll Acc Posti;01/02/2026;- 131.448,80   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;28/01/2026;28/01/2026;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;002;;;2026-01-28 00:53:39;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000011;2620000229;YQ (EC-Payroll Acc Posti);EC-Payroll Acc Posti;01/03/2026;- 131.448,80   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;25/02/2026;25/02/2026;ATATE;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2026-02-25 01:57:02;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010029424;AB (Journal Entry);Journal Entry;31/03/2026;- 131.261,28   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 03.19.2026;26/03/2026;27/03/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;003;;;2026-03-27 15:54:26;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;1002000011;1040005747;RC (Reclass Document);Reclass Document;31/03/2026;- 130.059,85   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;Tax on RSU EOP Plan;10/04/2026;10/04/2026;DROJO;67000940 (Restructuring Cost);Restructuring Cost;003;;;2026-04-10 09:39:14;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028331;AB (Journal Entry);Journal Entry;31/01/2026;- 127.919,57   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051003 (Crude Wholesale-US);;;CASS Reallocation 01.12.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:23:59;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028541;AB (Journal Entry);Journal Entry;31/01/2026;- 119.361,70   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051003 (Crude Wholesale-US);;;CASS Reallocation 01.27.2026;02/02/2026;03/02/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-02-03 07:58:19;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);65200000 (Other Supplies);Other Supplies;1002000004;1040005765;RC (Reclass Document);Reclass Document;31/03/2026;- 111.057,70   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051017 (DKTS - ADMIN);;;Reclass Commercial Subs to DKTS COS;13/04/2026;13/04/2026;AKNECHT;50010050 (COS - Other);COS - Other;003;;;2026-04-13 11:26:54;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028884;AB (Journal Entry);Journal Entry;28/02/2026;- 109.616,68   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051003 (Crude Wholesale-US);;;CASS Reallocation 02.24.2026;27/02/2026;02/03/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;002;;;2026-03-02 08:46:33;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;2026 AIP ACCRUAL;1010029172;AB (Journal Entry);Journal Entry;28/02/2026;- 108.740,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2026 AIP ACCRUAL;31/01/2026;05/03/2026;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;002;;;2026-03-05 11:08:58;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65300000 (Contract Services - Audit);ContrctServicesAudit;1002000011;1010029358;AB (Journal Entry);Journal Entry;19/03/2026;- 108.196,64   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051017 (DKTS - ADMIN);;;CPRS INC - INV 00460 Cost Center reclass;19/03/2026;19/03/2026;DROJO;65300000 (ContrctServicesAudit);ContrctServicesAudit;003;;;2026-03-19 16:31:14;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65300000 (Contract Services - Audit);ContrctServicesAudit;INV-00460;1020096754;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2026;- 108.196,64   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;CPRS INC;06/03/2026;06/03/2026;FIBATCH;21102300 (A/POther);A/POther;003;;;2026-03-06 21:33:33;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028337;AB (Journal Entry);Journal Entry;31/01/2026;- 99.730,76   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051007 (WHOLESALE);;;CASS Reallocation 01.07.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:52:17;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010029416;AB (Journal Entry);Journal Entry;31/03/2026;- 96.278,17   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 03.12.2026;25/03/2026;25/03/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;003;;;2026-03-25 16:27:42;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028335;AB (Journal Entry);Journal Entry;31/01/2026;- 95.361,22   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;20022001 (EDR -Refinery (Lion));;;CASS Reallocation 01.26.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:50:54;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028337;AB (Journal Entry);Journal Entry;31/01/2026;- 94.961,48   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;20022001 (EDR -Refinery (Lion));;;CASS Reallocation 01.07.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:52:17;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028338;AB (Journal Entry);Journal Entry;31/01/2026;- 94.277,43   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051010 (Feedstocks);;;CASS Reallocation 01.08.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 09:04:49;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61510000 (Stock Based Compensation);Stock Based Compensa;1002000011;1020096539;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2026;- 91.400,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Q1 2026 SBC Accrual;29/01/2026;02/03/2026;FIBATCH;32000900 (Stock Based Compensa);Stock Based Compensa;003;;;2026-03-02 21:33:31;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61510000 (Stock Based Compensation);Stock Based Compensa;1002000011;1020096540;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2026;- 91.400,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Q1 2026 SBC Accrual;23/02/2026;02/03/2026;FIBATCH;32000900 (Stock Based Compensa);Stock Based Compensa;003;;;2026-03-02 21:33:34;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010029438;AB (Journal Entry);Journal Entry;31/03/2026;- 90.999,90   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 03.06.2026;27/03/2026;27/03/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;003;;;2026-03-27 15:48:57;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028332;AB (Journal Entry);Journal Entry;14/01/2026;- 88.164,24   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;20022001 (EDR -Refinery (Lion));;;CASS Reallocation 01.14.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:37:59;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010029412;AB (Journal Entry);Journal Entry;31/03/2026;- 85.136,87   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051003 (Crude Wholesale-US);;;CASS Reallocation 03.03.2026;25/03/2026;25/03/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;003;;;2026-03-25 16:28:43;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);65200000 (Other Supplies);Other Supplies;Prepaid Reclass;1010028696;AB (Journal Entry);Journal Entry;31/01/2026;- 84.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;WORLD 50 INC - INV-43512;06/02/2026;06/02/2026;DROJO;12563000 (Prepaid Other);Prepaid Other;001;;;2026-02-06 16:04:50;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65200000 (Other Supplies);Other Supplies;1002000011;1020088139;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/01/2026;- 84.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Finance 50 network   - RW;19/12/2025;02/01/2026;FIBATCH;21102300 (A/POther);A/POther;001;;;2026-01-02 21:33:14;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000700 (Management Fee);Management Fee;1002000011;1010028611;MR (Manual Recurring Doc);Manual Recurring Doc;31/01/2026;- 83.333,63   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;40201002 (SHARED SERVICES);;;Managment Fees 2026;04/02/2026;04/02/2026;DROJO;12302000 (A/R-Intercompany Man);A/R-Intercompany Man;001;;;2026-02-04 09:06:26;LC1711;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028329;AB (Journal Entry);Journal Entry;31/01/2026;- 81.655,70   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;20022001 (EDR -Refinery (Lion));;;CASS Reallocation 01.28.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:03:46;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010029620;AB (Journal Entry);Journal Entry;31/03/2026;- 72.697,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051010 (Feedstocks);;;CASS Reallocation 03.26.2026;01/04/2026;01/04/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;003;;;2026-04-01 13:04:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028839;AB (Journal Entry);Journal Entry;28/02/2026;- 71.715,56   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 01.30.2026;24/02/2026;24/02/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;002;;;2026-02-24 18:24:48;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61024100 (Labor COSt);Labor COSt;2BSRF26681;1010029941;AB (Journal Entry);Journal Entry;31/03/2026;- 68.797,80   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;BSR Corp Cap Labor;31/03/2026;08/04/2026;AKNECHT;61024100 (Labor COSt);Labor COSt;003;;;2026-04-08 11:26:16;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);21120000 (Goods Received/Invoice Received);GR/IR;700002127900001;1720005799;KP (Account maintenance);Account maintenance;19/01/2026;- 66.998,00   USD;2500335683;19/01/2026;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;19/01/2026;19/01/2026;CHEWHITE;65301200 (CS - Professional Co);CS - Professional Co;001;EXTEX LAND AND ADMINISTRATION LLC;150200 (EXTEX LAND AND ADMINISTRATION LLC);2026-01-19 08:51:26;;;;1002000011 (ACCOUNTING);ACCOUNTING;;7000021279;;;202450001694880001
1710 (Delek US Holdings, Inc.);65301500 (Contract Services - Accounting Services);CS - Accounting Serv;CLEAR GRIR;1720005799;KP (Account maintenance);Account maintenance;19/01/2026;- 66.872,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;19/01/2026;19/01/2026;CHEWHITE;65301200 (CS - Professional Co);CS - Professional Co;001;EXTEX LAND AND ADMINISTRATION LLC;150200 (EXTEX LAND AND ADMINISTRATION LLC);2026-01-19 08:51:26;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;7000021279;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028335;AB (Journal Entry);Journal Entry;31/01/2026;- 66.774,92   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051010 (Feedstocks);;;CASS Reallocation 01.26.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:50:54;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);67000940 (Restructuring Cost);Restructuring Cost;20260331;1010029805;AB (Journal Entry);Journal Entry;31/03/2026;- 62.500,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Spot Bonus Accrual Reversal;31/03/2026;02/04/2026;DROJO;21709920 (Accr Restructur Cost);Accr Restructur Cost;003;;;2026-04-02 10:46:50;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028333;AB (Journal Entry);Journal Entry;31/01/2026;- 60.926,95   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051010 (Feedstocks);;;CASS Reallocation 01.15.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:50:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028841;AB (Journal Entry);Journal Entry;28/02/2026;- 59.885,80   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 02.05.2026;24/02/2026;24/02/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;002;;;2026-02-24 18:25:02;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010029413;AB (Journal Entry);Journal Entry;31/03/2026;- 59.367,37   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 03.05.2026;25/03/2026;25/03/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;003;;;2026-03-25 16:28:21;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028331;AB (Journal Entry);Journal Entry;31/01/2026;- 57.837,72   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 01.12.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 08:23:59;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;2026 AIP ACCRUAL;1010029172;AB (Journal Entry);Journal Entry;28/02/2026;- 57.589,54   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2026 AIP ACCRUAL;31/01/2026;05/03/2026;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;002;;;2026-03-05 11:08:58;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010029415;AB (Journal Entry);Journal Entry;31/03/2026;- 56.817,37   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051010 (Feedstocks);;;CASS Reallocation 03.10.2026;25/03/2026;25/03/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;003;;;2026-03-25 16:28:15;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;533168;5000397559;WE (Goods Receipt);Goods Receipt;02/03/2026;- 56.600,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;02/03/2026;02/03/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;003;TRINITY CONSULTANTS INC TRINITY CONSULTANTS INC;102220 (TRINITY CONSULTANTS INC TRINITY CONSULTANTS INC);2026-03-02 10:00:04;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;7000077564;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028338;AB (Journal Entry);Journal Entry;31/01/2026;- 54.968,33   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051006 (Refined Prod-Trading);;;CASS Reallocation 01.08.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 09:04:49;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61007000 (Travel Expenses - Airfare, Rail, Mileage);Trav.Exp Air,Rl,Mile;1002000011;5000387888;WE (Goods Receipt);Goods Receipt;04/02/2026;- 47.826,92   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;04/02/2026;04/02/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;002;PJ TRAVEL TOURS LLC;172002 (PJ TRAVEL TOURS LLC);2026-02-04 13:15:04;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;7000055669;;;
1710 (Delek US Holdings, Inc.);61052000 (Group Insurance);Group Insurance;Feb'26;1010029155;AB (Journal Entry);Journal Entry;28/02/2026;- 47.102,51   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;GROUP INSURANCE TRUE UP;28/02/2026;04/03/2026;DROJO;61052000 (Group Insurance);Group Insurance;002;;;2026-03-04 16:13:33;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000004;2620000225;YQ (EC-Payroll Acc Posti);EC-Payroll Acc Posti;01/02/2026;- 46.617,85   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;28/01/2026;28/01/2026;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;002;;;2026-01-28 00:53:39;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000004;2620000229;YQ (EC-Payroll Acc Posti);EC-Payroll Acc Posti;01/03/2026;- 46.617,85   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;25/02/2026;25/02/2026;ATATE;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2026-02-25 01:57:02;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);66000400 (Third Party Trucking Expense);Third Party Trucking;1002000004;1010028338;AB (Journal Entry);Journal Entry;31/01/2026;- 46.021,93   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10051007 (WHOLESALE);;;CASS Reallocation 01.08.2026;27/01/2026;29/01/2026;DROJO;50060000 (COS - Truck Transpor);COS - Truck Transpor;001;;;2026-01-29 09:04:49;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
